filename,id_dec,content,alt,flags,warnings
"CORETXT.BIN",243,"Leave battlefield and return to Herc Base?","Cybrid threat eliminated, leave the map?","",""
"CORETXT.BIN",244,"Cybrid threat eliminated, leave the map?","Ore covers about %d%% of the map","alt:param:number",""
"CORETXT.BIN",245,"Ore covers about %d%% of the map","The following Bioderms will be lost:","param:number",""
"CORETXT.BIN",246,"The following Bioderms will be lost:","Congratulations!","",""
"CORETXT.BIN",247,"Congratulations!","You have been promoted to the rank of %s.","alt:param:string",""
"CORETXT.BIN",248,"You have been promoted to the rank of %s.","You have been promoted %d ranks to %s.","param:string|alt:param:number",""
"CORETXT.BIN",249,"You have been promoted %d ranks to %s.","Input the new name of the Herc.","param:number",""
"CORETXT.BIN",250,"Input the new name of the Herc.","Input the new name of the Bioderm.","alt:warn:>12chars","warn:>12chars"
"CORETXT.BIN",251,"Input the new name of the Bioderm.","All threats eliminated, leave the map?","",""
"CORETXT.BIN",252,"All threats eliminated, leave the map?","You have no forces, leave the map?","",""
"CORETXT.BIN",253,"You have no forces, leave the map?","","",""
"CORETXT.BIN",254,"","","",""
"HELPLINK.BIN",1,"","#Contents","",""
"HELPLINK.BIN",2,"#Contents","UNKNOWN_HELP_LINK: QuickRef","",""
"HELPLINK.BIN",3,"UNKNOWN_HELP_LINK: QuickRef","UNKNOWN_HELP_LINK: TechSupt","",""
"HELPLINK.BIN",4,"UNKNOWN_HELP_LINK: TechSupt","#Main_Menu","",""
"HELPLINK.BIN",5,"#Main_Menu","#Difficulty_Levels","",""
"HELPLINK.BIN",6,"#Difficulty_Levels","#Quick_Encounter","",""
"HELPLINK.BIN",7,"#Quick_Encounter","#Multi_Player_Menu","",""
"HELPLINK.BIN",8,"#Multi_Player_Menu","#Creator_Options","",""
"HELPLINK.BIN",9,"#Creator_Options","#Tutorial","",""
"HELPLINK.BIN",10,"#Tutorial","#Herc_Base_Menu","",""
"HELPLINK.BIN",11,"#Herc_Base_Menu","#Herc_Bay","",""
"HELPLINK.BIN",12,"#Herc_Bay","#Purchase_New_Herc","",""
"HELPLINK.BIN",13,"#Purchase_New_Herc","#Purchase_New_Herc","",""
"HELPLINK.BIN",14,"#Purchase_New_Herc","#Manage_Hercs","",""
"HELPLINK.BIN",15,"#Manage_Hercs","#Manage_Hercs","",""
"HELPLINK.BIN",16,"#Manage_Hercs","#Manage_Hercs","",""
"HELPLINK.BIN",17,"#Manage_Hercs","#Bioderm_Facility","",""
"HELPLINK.BIN",18,"#Bioderm_Facility","#BioVat","",""
"HELPLINK.BIN",19,"#BioVat","#MedVat","",""
"HELPLINK.BIN",20,"#MedVat","#Virtual_Reality_Enhancement_Center","",""
"HELPLINK.BIN",21,"#Virtual_Reality_Enhancement_Center","#Stand_By","",""
"HELPLINK.BIN",22,"#Stand_By","#Command_Center","",""
"HELPLINK.BIN",23,"#Command_Center","#Select_Mission","",""
"HELPLINK.BIN",24,"#Select_Mission","#Briefing","",""
"HELPLINK.BIN",25,"#Briefing","#Corporate_Database","",""
"HELPLINK.BIN",26,"#Corporate_Database","#Contents","",""
"HELPLINK.BIN",27,"#Contents","#Views_and_Navigation","",""
"HELPLINK.BIN",28,"#Views_and_Navigation","#Damage_Model","",""
"HELPLINK.BIN",29,"#Damage_Model","#Pilot_Status","",""
"HELPLINK.BIN",30,"#Pilot_Status","#Views_and_Navigation","",""
"HELPLINK.BIN",31,"#Views_and_Navigation","#Tola","",""
"HELPLINK.BIN",32,"#Tola","#Xian","",""
"HELPLINK.BIN",33,"#Xian","#Garan","",""
"HELPLINK.BIN",34,"#Garan","#Kyoko","",""
"HELPLINK.BIN",35,"#Kyoko","#Nura","",""
"HELPLINK.BIN",36,"#Nura","#Persis","",""
"HELPLINK.BIN",37,"#Persis","#Imra","",""
"HELPLINK.BIN",38,"#Imra","#Kouras","",""
"HELPLINK.BIN",39,"#Kouras","#Khadisha","",""
"HELPLINK.BIN",40,"#Khadisha","#Borok","",""
"HELPLINK.BIN",41,"#Borok","#Jamax","",""
"HELPLINK.BIN",42,"#Jamax","#Jath","",""
"HELPLINK.BIN",43,"#Jath","#Uru","",""
"HELPLINK.BIN",44,"#Uru","#Elana","",""
"HELPLINK.BIN",45,"#Elana","#Jarvis","",""
"HELPLINK.BIN",46,"#Jarvis","#Crow","",""
"HELPLINK.BIN",47,"#Crow","#Andra","",""
"HELPLINK.BIN",48,"#Andra","#Model_001","",""
"HELPLINK.BIN",49,"#Model_001","#Model_101","",""
"HELPLINK.BIN",50,"#Model_101","#Model_110","",""
"HELPLINK.BIN",51,"#Model_110","#Maia","",""
"HELPLINK.BIN",52,"#Maia","#Kaesar","",""
"HELPLINK.BIN",53,"#Kaesar","#Vyrl","",""
"HELPLINK.BIN",54,"#Vyrl","#Tarn","",""
"HELPLINK.BIN",55,"#Tarn","#Mentor","",""
"HELPLINK.BIN",56,"#Mentor","#Ma_Yuan","",""
"HELPLINK.BIN",57,"#Ma_Yuan","#Quabal","",""
"HELPLINK.BIN",58,"#Quabal","#Jai","",""
"HELPLINK.BIN",59,"#Jai","#Tarsus","",""
"HELPLINK.BIN",60,"#Tarsus","#Boto","",""
"HELPLINK.BIN",61,"#Boto","#General","",""
"HELPLINK.BIN",62,"#General","#Windows","",""
"HELPLINK.BIN",63,"#Windows","#Battle_Animation","",""
"HELPLINK.BIN",64,"#Battle_Animation","#Terrain","",""
"HELPLINK.BIN",65,"#Terrain","#Strategy_Tips","",""
"HELPLINK.BIN",66,"#Strategy_Tips","#Walkthrough","",""
"HELPLINK.BIN",67,"#Walkthrough","","",""
"ERRORTXT.BIN",100,"Error loading saved game file.

Cannot load a multi-player saved game file
while in a single-player game mode.

","In order to save a game in multi player mode,
you must own at least one pilot and it must
be linked to a Herc.
","",""
"ERRORTXT.BIN",101,"In order to save a game in multi player mode,
you must own at least one pilot and it must
be linked to a Herc.
","In order to save a game in multi player mode,
you must own at least one Herc and it must
be linked to a pilot.
","",""
"ERRORTXT.BIN",102,"In order to save a game in multi player mode,
you must own at least one Herc and it must
be linked to a pilot.
","In order to save a game in multi player mode,
you must link at least one Herc and one pilot.
","",""
"ERRORTXT.BIN",103,"In order to save a game in multi player mode,
you must link at least one Herc and one pilot.
","In order to load a game in multi player mode,
the selected game must contain at least one pilot
and it must be linked to a Herc.
","",""
"ERRORTXT.BIN",104,"In order to load a game in multi player mode,
the selected game must contain at least one pilot
and it must be linked to a Herc.
","In order to load a game in multi player mode,
the selected game must contain at least one Herc
and it must be linked to a pilot.
","",""
"ERRORTXT.BIN",105,"In order to load a game in multi player mode,
the selected game must contain at least one Herc
and it must be linked to a pilot.
","The loaded game did not contain any 
pilot-Herc links.

Autolink engaged.
","",""
"ERRORTXT.BIN",106,"The loaded game did not contain any 
pilot-Herc links.

Autolink engaged.
","Unable to link pilot and Hercs.

Game file not loaded.
","",""
"ERRORTXT.BIN",107,"Unable to link pilot and Hercs.

Game file not loaded.
","In multi player mode, you cannot load a game
that has more than 12 hercs.
","",""
"ERRORTXT.BIN",108,"In multi player mode, you cannot load a game
that has more than 12 hercs.
","You cannot load a multi player game
in single player mode.","",""
"ERRORTXT.BIN",109,"You cannot load a multi player game
in single player mode.","NOTE: 

 You will need to restart CyberStorm for your Windows preferences to take effect.","",""
"ERRORTXT.BIN",200,"NOTE: 

 You will need to restart CyberStorm for your Windows preferences to take effect.","ERROR: Unable to save the file.  Often this is caused by writing to a disk with no available space.  Try clearing space, or saving to another drive with more space.","",""
"ERRORTXT.BIN",300,"ERROR: Unable to save the file.  Often this is caused by writing to a disk with no available space.  Try clearing space, or saving to another drive with more space.","ERROR: Unknown mode.","",""
"ERRORTXT.BIN",301,"ERROR: Unknown mode.","ERROR: Unable to load this file.","",""
"ERRORTXT.BIN",302,"ERROR: Unable to load this file.","ERROR: Cannot load forces file.  Perhaps the CD has been removed","",""
"ERRORTXT.BIN",303,"ERROR: Cannot load forces file.  Perhaps the CD has been removed","ERROR: Can't locate Online-Manual files at this time.","",""
"ERRORTXT.BIN",304,"ERROR: Can't locate Online-Manual files at this time.","ERROR: The file you selected does not appear to be a CyberStorm saved game.

Please use a different file.","",""
"ERRORTXT.BIN",305,"ERROR: The file you selected does not appear to be a CyberStorm saved game.

Please use a different file.","ERROR: The file you selected cannot be loaded.  It was created with an old version of CyberStorm.","",""
"ERRORTXT.BIN",306,"ERROR: The file you selected cannot be loaded.  It was created with an old version of CyberStorm.","ERROR: Cannot find a required file.  Please make sure the correct CD is in the drive and restart CyberStorm.","",""
"ERRORTXT.BIN",307,"ERROR: Cannot find a required file.  Please make sure the correct CD is in the drive and restart CyberStorm.","ERROR: Cannot load a multi player game file into a single player game.","",""
"ERRORTXT.BIN",308,"ERROR: Cannot load a multi player game file into a single player game.","ERROR: None of the hercs and pilos are linked in the game file.

When in multi player mode, you cannot load a saved game that does not have any hercs linked.","",""
"ERRORTXT.BIN",309,"ERROR: None of the hercs and pilos are linked in the game file.

When in multi player mode, you cannot load a saved game that does not have any hercs linked.","ERROR: Could not load CWARSDLL.DLL.  This could be a sign of an improper installation.  If this error persists, try reinstalling CyberStorm.","",""
"ERRORTXT.BIN",310,"ERROR: Could not load CWARSDLL.DLL.  This could be a sign of an improper installation.  If this error persists, try reinstalling CyberStorm.","ERROR: Could not load WING.DLL.  Perhaps it is not installed on your computer.","",""
"ERRORTXT.BIN",311,"ERROR: Could not load WING.DLL.  Perhaps it is not installed on your computer.","ERROR: Could not load DirectSound.","",""
"ERRORTXT.BIN",312,"ERROR: Could not load DirectSound.","WARNING:  Your computer is getting low on Hard Drive space.  You may continue, but consider removing any unused files and relaunching CyberStorm.","",""
"ERRORTXT.BIN",313,"WARNING:  Your computer is getting low on Hard Drive space.  You may continue, but consider removing any unused files and relaunching CyberStorm.","Please try to exit the multi player battlefield using the 'Leave Battle' option in the 'Battle' menu.  This will help allow the game to continue for others.","",""
"ERRORTXT.BIN",314,"Please try to exit the multi player battlefield using the 'Leave Battle' option in the 'Battle' menu.  This will help allow the game to continue for others.","Mission Status:","",""
"ERRORTXT.BIN",400,"Mission Status:","Selecting landing site...","",""
"ERRORTXT.BIN",401,"Selecting landing site...","Landing site selected.","",""
"ERRORTXT.BIN",402,"Landing site selected.","Establishing remote command links...","",""
"ERRORTXT.BIN",403,"Establishing remote command links...","Remote command links established.","",""
"ERRORTXT.BIN",404,"Remote command links established.","Units deployed.","",""
"ERRORTXT.BIN",405,"Units deployed.","Battle commencing...","",""
"ERRORTXT.BIN",406,"Battle commencing...","Battle commencing...","",""
"ERRORTXT.BIN",407,"Battle commencing...","Establishing friendly herc ID codes...","",""
"ERRORTXT.BIN",408,"Establishing friendly herc ID codes...","Validating force integrity...","",""
"ERRORTXT.BIN",409,"Validating force integrity...","Your turn is complete.  Please save the game for E-Mailing.","",""
"ERRORTXT.BIN",410,"Your turn is complete.  Please save the game for E-Mailing.","Next player: %s

Please give them the file you saved.

Exiting CyberStorm.","alt:param:string",""
"ERRORTXT.BIN",411,"Next player: %s

Please give them the file you saved.

Exiting CyberStorm.","Next player:","param:string",""
"ERRORTXT.BIN",412,"Next player:","Enter the number of players: (2-8)","",""
"ERRORTXT.BIN",413,"Enter the number of players: (2-8)","Sorry, that was an invalid number of players.  The number must be between 2 and 8.","",""
"ERRORTXT.BIN",414,"Sorry, that was an invalid number of players.  The number must be between 2 and 8.","Do you want the game to automatically save and exit after every turn? (This is useful for a Play-By-EMail game)","",""
"ERRORTXT.BIN",415,"Do you want the game to automatically save and exit after every turn? (This is useful for a Play-By-EMail game)","Use default force based on current settings?","",""
"ERRORTXT.BIN",416,"Use default force based on current settings?","Unable to launch.  One or more of the players have a force loaded that exceeds the game parameters.  Either load a different force or raise the game parameters.","",""
"ERRORTXT.BIN",417,"Unable to launch.  One or more of the players have a force loaded that exceeds the game parameters.  Either load a different force or raise the game parameters.","The forces for player (%s) either could not be loaded or were not usable.","alt:param:string",""
"ERRORTXT.BIN",418,"The forces for player (%s) either could not be loaded or were not usable.","","param:string",""
"ERRORTXT.BIN",419,"","This region of %s has been cleared of all opposing factions and the battle has concluded.","alt:param:string",""
"ERRORTXT.BIN",420,"This region of %s has been cleared of all opposing factions and the battle has concluded.","Do you want to resign this battle, placing all your units under computer control?   (NOTE: This option lets you leave the battle, but lets others in your group continue.  If you just want to exit the game completely, select 'No' and use the close box or the 'Exit' menu option instead)","param:string",""
"ERRORTXT.BIN",421,"Do you want to resign this battle, placing all your units under computer control?   (NOTE: This option lets you leave the battle, but lets others in your group continue.  If you just want to exit the game completely, select 'No' and use the close box or the 'Exit' menu option instead)","Do you want to apply the current settings for all forces?","",""
"ERRORTXT.BIN",422,"Do you want to apply the current settings for all forces?","You don't have enough credits.
Need: %d
Have: %d","alt:param:number",""
"ERRORTXT.BIN",423,"You don't have enough credits.
Need: %d
Have: %d","Do you want to repair everything:

  Hercs cost: %d
  Pilots cost: %d
  Total cost: %d

  Credits available: %d","param:number|alt:param:number",""
"ERRORTXT.BIN",424,"Do you want to repair everything:

  Hercs cost: %d
  Pilots cost: %d
  Total cost: %d

  Credits available: %d","Do you want to connect ONLY to those who have CyberStorm 1.1 AND want Opportunity Fire?","param:number",""
"ERRORTXT.BIN",425,"Do you want to connect ONLY to those who have CyberStorm 1.1 AND want Opportunity Fire?","","",""
"ERRORTXT.BIN",426,"","","",""
"HERCTXT.BIN",1000,"Unused","Chassis type","",""
"HERCTXT.BIN",1001,"Chassis type","Armor","",""
"HERCTXT.BIN",1002,"Armor","Drive system","",""
"HERCTXT.BIN",1003,"Drive system","Left Leg","",""
"HERCTXT.BIN",1004,"Left Leg","Right Leg","",""
"HERCTXT.BIN",1005,"Right Leg","Reactor type","",""
"HERCTXT.BIN",1006,"Reactor type","Battery storage","",""
"HERCTXT.BIN",1007,"Battery storage","Shield generator","",""
"HERCTXT.BIN",1008,"Shield generator","Sensor array","",""
"HERCTXT.BIN",1009,"Sensor array","Targeting computer","",""
"HERCTXT.BIN",1010,"Targeting computer","Life Support system","",""
"HERCTXT.BIN",1011,"Life Support system","Weapon system","",""
"HERCTXT.BIN",1012,"Weapon system","Internal device","",""
"HERCTXT.BIN",1013,"Weapon system","Internal device","",""
"HERCTXT.BIN",1014,"Weapon system","Internal device","",""
"HERCTXT.BIN",1015,"Weapon system","Internal device","",""
"HERCTXT.BIN",1016,"Weapon system","Internal device","",""
"HERCTXT.BIN",1017,"Weapon system","Internal device","",""
"HERCTXT.BIN",1018,"Weapon system","Internal device","",""
"HERCTXT.BIN",1019,"Weapon system","Internal device","",""
"HERCTXT.BIN",1020,"Internal device","Unused","",""
"HERCTXT.BIN",1021,"Internal device","Unused","",""
"HERCTXT.BIN",1022,"Internal device","Unused","",""
"HERCTXT.BIN",1023,"Internal device","Unused","",""
"HERCTXT.BIN",1024,"Unused","Chassis","",""
"HERCTXT.BIN",1025,"Chassis","Armor","",""
"HERCTXT.BIN",1026,"Armor","Drive","",""
"HERCTXT.BIN",1027,"Drive","L.Leg","",""
"HERCTXT.BIN",1028,"L.Leg","R.Leg","",""
"HERCTXT.BIN",1029,"R.Leg","Reactor","",""
"HERCTXT.BIN",1030,"Reactor","Battery","",""
"HERCTXT.BIN",1031,"Battery","Shield","",""
"HERCTXT.BIN",1032,"Shield","Sensor","",""
"HERCTXT.BIN",1033,"Sensor","Computer","",""
"HERCTXT.BIN",1034,"Computer","Life supt.","",""
"HERCTXT.BIN",1035,"Life supt.","Weapon","",""
"HERCTXT.BIN",1036,"Weapon","Device","",""
"HERCTXT.BIN",1037,"Weapon","Device","",""
"HERCTXT.BIN",1038,"Weapon","Device","",""
"HERCTXT.BIN",1039,"Weapon","Device","",""
"HERCTXT.BIN",1040,"Weapon","Device","",""
"HERCTXT.BIN",1041,"Weapon","Device","",""
"HERCTXT.BIN",1042,"Weapon","Device","",""
"HERCTXT.BIN",1043,"Weapon","Device","",""
"HERCTXT.BIN",1044,"Device","","",""
"HERCTXT.BIN",1045,"Device","","",""
"HERCTXT.BIN",1046,"Device","","",""
"HERCTXT.BIN",1047,"Device","","",""
"HERCTXT.BIN",1048,"","Defines layout & mountability of systems.  ","",""
"HERCTXT.BIN",1049,"Defines layout & mountability of systems.  ","Protects all Herc components.  ","",""
"HERCTXT.BIN",1050,"Protects all Herc components.  ","Converts energy into movement.  ","",""
"HERCTXT.BIN",1051,"Converts energy into movement.  ","Linked to drive system to move Herc.  ","",""
"HERCTXT.BIN",1052,"Linked to drive system to move Herc.  ","Linked to drive system to move Herc.  ","",""
"HERCTXT.BIN",1053,"Linked to drive system to move Herc.  ","Provides energy for all Herc systems.  ","",""
"HERCTXT.BIN",1054,"Provides energy for all Herc systems.  ","Stores unused energy for later use as reserve energy.  This reserve energy is not usable by the drive systems.  ","",""
"HERCTXT.BIN",1055,"Stores unused energy for later use as reserve energy.  This reserve energy is not usable by the drive systems.  ","Generates a protective barrier.  ","",""
"HERCTXT.BIN",1056,"Generates a protective barrier.  ","Scans general area for enemies.  ","",""
"HERCTXT.BIN",1057,"Scans general area for enemies.  ","Handles targeting for weapons.  ","",""
"HERCTXT.BIN",1058,"Handles targeting for weapons.  ","Attempts to maintain optimal pilot condition.  ","",""
"HERCTXT.BIN",1059,"Attempts to maintain optimal pilot condition.  ","Various weapon types may be connected to these external mounts.  ","",""
"HERCTXT.BIN",1060,"Various weapon types may be connected to these external mounts.  ","Various internal devices may be connected to these internal mounts.  ","",""
"HERCTXT.BIN",1061,"Various weapon types may be connected to these external mounts.  ","Various internal devices may be connected to these internal mounts.  ","",""
"HERCTXT.BIN",1062,"Various weapon types may be connected to these external mounts.  ","Various internal devices may be connected to these internal mounts.  ","",""
"HERCTXT.BIN",1063,"Various weapon types may be connected to these external mounts.  ","Various internal devices may be connected to these internal mounts.  ","",""
"HERCTXT.BIN",1064,"Various weapon types may be connected to these external mounts.  ","Various internal devices may be connected to these internal mounts.  ","",""
"HERCTXT.BIN",1065,"Various weapon types may be connected to these external mounts.  ","Various internal devices may be connected to these internal mounts.  ","",""
"HERCTXT.BIN",1066,"Various weapon types may be connected to these external mounts.  ","Various internal devices may be connected to these internal mounts.  ","",""
"HERCTXT.BIN",1067,"Various weapon types may be connected to these external mounts.  ","Various internal devices may be connected to these internal mounts.  ","",""
"HERCTXT.BIN",1068,"Various internal devices may be connected to these internal mounts.  ","","",""
"HERCTXT.BIN",1069,"Various internal devices may be connected to these internal mounts.  ","","",""
"HERCTXT.BIN",1070,"Various internal devices may be connected to these internal mounts.  ","","",""
"HERCTXT.BIN",1071,"Various internal devices may be connected to these internal mounts.  ","","",""
"HERCTXT.BIN",1072,"","Damage affects the ability to protect internal systems.  If the chassis is destroyed, the Herc is destroyed.","",""
"HERCTXT.BIN",1073,"Damage affects the ability to protect internal systems.  If the chassis is destroyed, the Herc is destroyed.","Damage affects the ability to protect Herc systems.  ","",""
"HERCTXT.BIN",1074,"Damage affects the ability to protect Herc systems.  ","Damage reduces movement.  ","",""
"HERCTXT.BIN",1075,"Damage reduces movement.  ","Damage affects the reactor output.  Destruction of the reactor will cause the Herc to be destroyed.  ","",""
"HERCTXT.BIN",1076,"Damage reduces movement.  ","Damage affects the reactor output.  Destruction of the reactor will cause the Herc to be destroyed.  ","",""
"HERCTXT.BIN",1077,"Damage reduces movement.  ","Damage affects the reactor output.  Destruction of the reactor will cause the Herc to be destroyed.  ","",""
"HERCTXT.BIN",1078,"Damage affects the reactor output.  Destruction of the reactor will cause the Herc to be destroyed.  ","Damage affects the maximum battery storage.  ","",""
"HERCTXT.BIN",1079,"Damage affects the maximum battery storage.  ","Damage affects the rate the shield recharges.  ","",""
"HERCTXT.BIN",1080,"Damage affects the rate the shield recharges.  ","Damage affects the sensor's range.  ","",""
"HERCTXT.BIN",1081,"Damage affects the sensor's range.  ","Damage affects the ability to target.  ","",""
"HERCTXT.BIN",1082,"Damage affects the ability to target.  ","Damage affects the ability to heal the pilot or protect the pilot from adverse planetary conditions.  ","",""
"HERCTXT.BIN",1083,"Damage affects the ability to heal the pilot or protect the pilot from adverse planetary conditions.  ","","",""
"HERCTXT.BIN",1084,"","Damage to any internal system may disable that system.  Internal devices continue working normally until they are disabled.  ","",""
"HERCTXT.BIN",1085,"","Damage to any internal system may disable that system.  Internal devices continue working normally until they are disabled.  ","",""
"HERCTXT.BIN",1086,"","Damage to any internal system may disable that system.  Internal devices continue working normally until they are disabled.  ","",""
"HERCTXT.BIN",1087,"","Damage to any internal system may disable that system.  Internal devices continue working normally until they are disabled.  ","",""
